SMILES,NLL
CCC(N)(CCN)CN(C)CC(=O)C(Cc1ccccc1)NC(O)C(CC(C)C)NC(=O)OCc1ccccc1,48.16
CC(=O)c1ccc(NC(=S)NC(C)CCc2ccc(Br)cc2)cc1,28.27
CC(C)(C)c1ccc(S(=O)(=O)c2cnc3ccccc3c2O)cc1,25.18
COC(=O)c1cccc(NC(=O)c2sc3ccccc3c2Cl)c1,22.98
COc1ccc(-n2c(=O)c(C#N)cc3c(N4CCC(N)C4)nc(=Nc4cccc(C)c4)[nH]c32)cc1,38.22
N#CCCn1[nH]c(O)c(N=Nc2ccc(F)cc2)c1=N,28.79
CC1CN(C(=O)C(=O)c2ccccc2)CC(C)O1,20.56
Cc1ccc(C(=O)c2c(O)c(O)n(-c3nccs3)c2-c2ccc(C(C)(C)C)cc2)o1,23.75
Cc1noc(C(C)N=c2nc(N=c3cc(C4CC4)[nH][nH]3)c(Cl)c[nH]2)n1,25.62
CCN(c1nc2c(nc1CCc1ccccc1)CCCC2)C(C)c1ccccc1,35.12
O=C(Nc1cc(Br)c(O)c(Br)c1)c1cc([N+](=O)[O-])ccc1Cl,21.17
CCOc1ncccc1C(=NO)N1CCC2(CCCCC2)C1,28.52
CC(C)(C)c1ccc(C(=O)NCc2ccccc2)cc1,18.19
Cc1nc2cc(C(=O)NNC(=O)c3ccncc3)ccc2n1C1CC1,26.08
Cc1cc2c(F)cccc2nc1CNS(=O)(=O)c1ccccc1,29.94
C=Cc1c(O)[nH]c(SCc2ccccc2)nc1=O,22.69
C=COC(=O)c1nc[nH]c1CNC(=O)OCc1ccccc1,33.74
O=C(OCC(=O)N1CCN(C(=O)c2ccco2)CC1)C1CCN(S(=O)(=O)c2ccccc2C(F)(F)F)CC1,25.57
C=CCC1C(=O)OCC1CO,23.15
O=C(Nc1ccc(Cl)c(Cl)c1)c1ccccn1,19.26
CS(=O)(=O)c1cccc(-c2n[nH]c(=NC(=N)N)s2)c1,27.0
O=C1NC(C23CC4CC(CC(C4)C2)C3)Nc2ccccc21,23.28
C=C(C)C1(OC(=O)CCC)CC(C)(COC(=O)OC)C2(OC3C=C(C)CC(C)C3C2C(C)O)C(OC(C)=O)C1OC(=O)CCC,70.92
COc1cc(=NC(=O)CCCOc2cc3c(cc2OC)C(=O)N2CCCC2C=N3)c2ccccc2[nH]1,28.29
Cn1c(=O)cc(N2CCN(c3cccc([N+](=O)[O-])c3)CC2)[nH]c1=O,25.66
c1ccc2c(c1)c1ccccc1c1[nH]c(-c3ccoc3)cc21,30.27
O=[N+]([O-])c1cc(CCc2ccc(O)c(O)c2)cc(O)c1O,22.72
CCCc1cc(C#N)c(NC(=O)c2cccs2)s1,24.12
COc1ccc2nccc(CCCCN3CCc4c(c5cc(Cl)ccc5n4C)C3)c2c1,24.79
CN=c1cc(Oc2ccc(NC(=O)Nc3cccc(Cl)c3)cc2F)nc[nH]1,25.66
COc1cccc(C=Cc2ccc(O)cc2)c1,18.92
CCOC(=O)C1=C(C)N=C(C)C(C(=O)OCC)C1c1ccccc1-c1ccc(C(=O)O)cc1,25.19
c1ccc(N=c2c3ccccc3[nH]c3ccccc23)cc1,17.84
O=C1CC(=NCCN=c2c3c([nH]c4cc(Br)ccc24)CCCC3)C(=O)c2ccccc21,25.46
COc1ccc2nc(Cl)c(N3CCN(c4ccccc4)CC3)nc2c1,23.4
CCOC(=O)N1CCN(C(=O)C(Cc2ccccc2)=NC(=O)c2ccccc2C)CC1,28.07
Cc1ccc(CN2C(=O)N(Cc3ccc(Br)cc3)C(=O)C23CCCCCC3)cc1,23.74
O=C(c1cccs1)N1CC2CNCC(C2)C1,18.8
CN(C)CC(C1CCCCc2ccc(-c3ccc(OC(F)(F)F)cc3)cc21)N(C)C,34.87
CC(=O)NCc1ccc2n1CCOC2Cc1ccccc1,27.32
O=C(Cc1ccc(-c2nc(=O)o[nH]2)cc1)Nc1cccnc1C(=O)N=c1ccc(Cl)c[nH]1,30.37
CNC(=O)N=C1C(=O)c2ccccc2C(=O)C1Cl,26.05
CC12CC(C(c3ccccc3)Oc3ccc(O)cc31)C(NN)C2Sc1ccccc1,44.75
NS(=O)(=O)CCC(=O)NC(CNCc1cccc(C(F)(F)F)c1)c1cccc2cc(F)ccc12,45.67
Cc1nc(-c2ccccc2)[nH]c(=NCc2cccc3ccccc23)c1CO,32.79
Cc1n[nH]c(-c2ccc(Cl)cc2O)c1-c1ccc2c(c1)CCCC2,29.0
CC(=O)N1CCCN(Cc2ccc(F)cc2)C1,24.17
COc1ccc(-c2cc(=O)c3c(OC)c(OC)c(OC)cc3o2)cc1,19.14
COc1ccc(CCC2C(=NC(=O)Oc3ccccc3)C(=O)N2C2CC2)cc1,31.51
CCN(CC)c1ncnc2nc(-c3ccccn3)[nH]c12,25.81
NS(=O)(=O)c1ccc(N2N=C(c3ccc4c(c3)OCO4)CC2c2c(Cl)cccc2Cl)cc1,26.46
N=c1[nH]c2c(c(=NCc3ccc(C(=O)NCCCc4ccccc4)cc3)[nH]1)CCC2,31.71
COc1cccc(N2CCN(C(=O)N3CCC(NC(=O)C(Cc4ccc(C(F)(F)F)cc4)NC(C)=O)C(N4CCCC4)C3)CC2)c1,40.52
COc1ccc(C2=CC3CCC(C2)N3)cc1O,25.88
c1ccc(CCCn2cc(CCCNC3CCCCC3)c3ccccc32)cc1,28.06
CCOC(=O)C(=O)N(C(=S)OCCc1ccccc1)c1ccccc1,28.18
c1ccc2oc(-c3cnc4nnn(Cc5ccc6c(c5)OCO6)c4n3)nc2c1,29.52
CCCCc1cc(=O)oc2c(CN(CC)CC)c(O)ccc12,21.17
Fc1cccc(C2ON=C3CCCCN4CCCCCC3C24)c1,38.7
COc1ccc(C(=O)N2CCOCC2)cc1CSc1nnc(COc2ccccc2)o1,28.9
Cc1cc2c(cc1F)[n+]([O-])cc[n+]2[O-],26.41
CC1C(=O)OC(OC2OC(CO)C(O)C(O)C2O)C2C(=COC(=O)c3cc4cc(Cl)ccc4[nH]3)CCC(C(C)C)C=C12,45.73
O=C(Nc1ccc(F)c(C(F)(F)F)c1)N1CCC(CN2CCOCC2)CC1,21.96
Cc1ccc(C(=O)N2CC(c3ccc(C#N)cc3)C2)cc1-n1cc(CCO)cn1,27.19
CCCC(C)(C)CN=c1cc(C)nc2cc[nH]n12,28.71
O=C(COC(=O)c1cnc(Cl)c(Cl)c1)NCc1ccco1,20.23
CC(=O)NN(C)C(=O)OC(C)(C)C,23.89
O=C1c2cc(Cl)ccc2N(Cc2ccccc2)S(=O)(=O)N1Cc1ccc(Br)cc1,24.97
COC(=O)C=CC1C2C=CCC3(N(C)C)C(=O)OC1C3(c1ccncc1)C2=O,55.11
CN(Cc1ccc(F)cc1)C(=O)c1cc([N+](=O)[O-])ccc1NC(=O)c1ccccc1-c1ccccc1C(=O)O,39.3
CNC(=O)c1ccc2c(c1)Cn1c-2cc2cc(-c3ccc(O)cc3)ccc21,37.12
CC=CC1=NC2CCC1(CS(=O)(=O)N1CCC3(C=Cc4ccccc43)CC1)C2NC(=O)OC,36.22
COc1ccc(CNC(=O)c2ccccc2Sc2ccc3c(C=Cc4ccccn4)[nH]nc3c2)cc1,22.13
COc1cc(-c2cn(N=O)c(COc3cccc4cccnc34)n2)cc(OC)c1OC,38.26
N=C(N)NCC(=O)NC1CCCCC1c1ccccc1,24.44
COc1ccc(OC)c(S(=O)(=O)N2CCN(CC(=O)Nc3ccc4c(c3)CCC4)CC2)c1,24.77
CCCCCCCCCCCCCCCCCCNC(=O)NC(=O)c1ccc[n+](CCc2ccc(Cl)cc2)c1,33.29
CN(C)Cc1cc(-c2cc(C(=O)NCCOc3ccccc3)no2)ccn1,31.01
Cc1cccc2[nH]c(=NCc3ccc4ccccc4c3)n(C3CN(C)CC(CO)O3)c12,37.46
O=C(C1CCC(NC2(c3cccc(F)c3)CCC2)CC1c1ccc(F)cc1F)N1CC2(COC2)C1,33.55
COC(=O)c1ccccc1NC(=O)C1c2ccccc2C(=O)N(c2ccc(F)cc2)C1c1ccc(Oc2ccccc2)cc1,38.05
O=C(c1ccccc1)n1nc(C(F)(F)F)c2c1CCCC2,27.17
C=CCOc1ccc(C=CC(=O)CC(=O)C=Cc2cc(OC)c(OCC(=O)N3CCCCC3)c(OC)c2)cc1OC,27.49
COc1ccc(N2CCOCC2)c(C(=O)N2CCC(C)(O)C(C)(C)C2)c1,30.97
O=C(COC(=O)c1ccc2c(c1)OCO2)NCc1ccc(F)cc1,20.21
COc1cccc(NC(=O)c2cnc(N3CCCCC3)c3ccccc23)c1,23.25
Oc1cccc(C2CCCN(Cc3ccc(Cl)cc3)C2)c1,21.81
N=c1nc(-c2cccc3ccccc23)cc2[nH]c(-c3ccco3)nn12,28.88
CC1CN(CN2C(=O)CSC2c2cccc3ccccc23)CC(C)O1,29.69
Cc1cccc(C)c1NC(=O)C(CC(C)C)NC(=O)C(Cc1cccc([N+](=O)[O-])c1)NC(=O)c1ccc(-c2ccccc2)cc1,42.61
Cn1c(=NCCO)[nH]c2sc3c(c2c1=O)CCCC3,22.06
CCCCCCCCCCCCCCC[n+]1ccc(N(C)C)cc1,20.85
CCn1ncc2c(=Nc3ccccc3OC)[nH]c(=NCCO)[nH]c21,24.81
CSCCNC=O,21.24
Cn1c(N)c(C(=O)COC(=O)c2ccc(C#N)cc2)c(=O)n(C)c1=O,20.96
Fc1ccc(COc2nccc3c2[nH]c2ccccc23)cc1,24.97
COCOc1c(C)ccc2c1CCC(NC(=O)c1ccncc1)C2,35.94
Cc1cc(S(C)(=O)=O)ccc1NC(=O)CC(C)(C)C,24.97
COCCN(C(=O)CCCN1CCCc2cnc(CNC(C)=O)cc21)C(C)(C)C,41.39
CCc1ncccc1Oc1cc(=NC(=O)NC2CCC2Cc2cnccn2)[nH]c(OC)c1Cl,40.57
CC12C(=CSSCc3ccccc3)C(=O)OCC1(O)C(O)C(O)C1CC2CC2CCCCC21O,58.09
CCCCSc1ccc2nnc(-c3ccc(F)cc3)n2n1,21.94
Cc1ccc(C=NNC(=O)COc2cccc3cccnc23)o1,26.01
CCC(=O)Nc1ccc(OC(C)=O)cc1C=Cc1ccccc1,33.07
COCCOCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCC(N)C3)nc21,22.65
N#Cc1ccc(-c2nc(-c3ccc4[nH]c(O)c(Sc5ccccc5)c4c3)no2)cc1,30.91
CCCNC(=O)C(Cc1ccc(Br)cc1)NC(=O)N=c1cc[nH]cc1,27.4
CCn1c(=O)c(C(=O)Nc2ccccc2)cc2ccccc21,22.27
Cc1ccc2ncn3c(CN4CCN(c5cccc(Cl)c5)CC4)c(-c4ccccc4)nc3c2c1,31.76
CCc1nc2ccc(N)cc2c(-c2ccccc2)c1Cc1ccc(C[n+]2ccc(-c3ccccc3)cc2C)cc1,29.36
CC(C)(C)C(=O)Oc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,22.72
CCN(CC)c1nccc(-c2ccc3n[nH]c(-c4ccc(F)c(F)c4)c3c2)n1,33.92
COc1cc(OC)c(C(=O)C=Cc2cccc(C(F)(F)F)c2)c(O)c1CN1CCOCC1,21.96
COC(=O)C1=C2C=C(c3ccc(OC)cc3)OC=C2C(=O)C(C)(OC(C)=O)C1=O,25.05
Cc1c(NC(=O)c2cccc(C(C)(C)C#N)c2)cccc1NC(=O)c1ccc[nH]c1=N,34.93
Cc1ccc(F)c(C(=O)N2CCN(S(C)(=O)=O)CC2)c1,25.68
O=C(Cn1cnc2ccccc2c1=O)NCC(=O)NC1CCCC1,21.67
CC(=O)c1ccc(S(=O)(=O)N(C)N=Cc2cnn3ccc(-c4ccc(C(F)(F)F)cn4)nc23)cc1,31.82
COc1ccc2nc(-c3ccc(C(F)(F)F)cc3)cc(CC(N)=O)c2c1,29.31
CCOc1cccc(-c2csc(C(OC)c3cccc(Cl)c3)n2)c1,28.17
COc1ccc(C2COc3cc4c(cc3C2C(=O)O)OCO4)cc1,24.55
O=C(NCCCN1CCOCC1)c1nc(-c2ccccc2)c[nH]1,24.42
C=CCOc1ccc(-c2n[nH]c(=NC(=N)N)o2)cc1,25.2
Fc1ccc(COc2ccc(-c3nncn3-c3cccc(-c4ccccc4)c3)cc2)cc1F,33.65
S=C(Nc1ccc(Oc2cccc(Cl)c2)cc1)N1CCOCC1,23.22
CC(=O)Nc1ccc(NC(=O)c2oc3ccc(S(=O)(=O)N4CCOCC4)cc3c2C)cc1,23.17
CN=c1[nH]c(=O)c2c(cc(Cl)c3[nH]c(=NC(=O)C(C)(Nc4ccc(C#N)cc4)C(F)(F)F)sc32)[nH]1,44.92
C=CCC1C(=O)C1C=C(C)CCC(=O)OC,35.22
Cc1[nH]c2ccccc2c1C(=O)C=Cc1c(-c2ccccc2)[nH]c2c1ccc1ccccc12,29.94
CC(=O)OCc1cn(C2OC(COCc3ccccc3)C(OCc3ccccc3)CC2OC(=O)c2ccccc2)nn1,30.67
NC(=O)CN1CCN(c2nc(-c3cccs3)nc3ccccc23)CC1,24.63
CCCCCCCCC=Cc1cccc(C(=O)O)n1,23.53
CC1=C(C(=O)OC(C)C)C(C)C(C(=O)c2ccc([N+](=O)[O-])cc2)C(Cl)=N1,32.64
COc1cccc(C2CC(=O)C3C(=N2)C(C#N)C(=N)C(C(=O)OC2CCCC2)C3c2cc(OC)c(OC)c(OC)c2)c1,31.18
O=c1[nH]c(=O)n(C2OC(CO)C(O)C2O)cc1Cl,18.23
NC(CCc1cccnc1)CC(=O)O,22.93
C=CCOc1cc(=O)[nH]c(SCc2ccc(F)cc2)n1,25.9
CC(NC(=O)c1cnn2cccnc12)c1ccc2c(c1)OCO2,28.04
N=c1[nH]c(-c2ccc(OCCN3CCCC3)cc2)nn2c(C3CCC3)ncc12,25.43
COc1cc2c(cc1OC)N(C)C(c1ccc(F)cc1)N1CCCN=C21,27.98
C=c1[nH]n(-c2ccccc2)c(=O)c1=Cc1ccc(OCC(=O)Nc2cccc(OC)c2)cc1,25.75
Cn1ncc2c(=Nc3ccc(OC(F)F)cc3)nc(N3CCN(CCN4CCCCC4)CC3)[nH]c21,29.96
COc1cc2[nH]c(N3CCN(c4ccccn4)CC3)nc(=N)c2cc1OC,19.96
Cc1oc(C(C)(C)C)cc1NC(=O)Nc1cccc(Cl)c1,25.55
COc1ccc(N=c2cc(C)[nH]c3ncnn23)c(OC)c1,18.8
Cc1cc(C)c2c(n1)c(=O)[nH]c1c2c(C)nn1-c1cccc(Cl)c1,29.95
O=C(CCCCn1c(=O)c2ccccc2n(Cc2ccccc2Cl)c1=O)NCc1ccco1,23.1
CCCCNC(=O)n1c(=O)n(C2CCN(C3(C)CCN(C(=O)c4c(C)ncnc4C)CC3)CC2)c2ccccc21,37.18
COc1ccc2c(c1)c1c(n2CCCN(C)CCCCN(CCCCN2CCOCC2)C2CCc3cc(O)c(O)cc3C2)-c2cc(OC)c(O)cc2CCC1,52.77
Cc1ncc2cc(-c3c(Cl)cccc3Cl)c(=NC(=O)NC3CCCCC3)[nH]c2n1,23.27
O=C(NNC(=O)c1cc(=O)n2ccccc2n1)c1cccc([N+](=O)[O-])c1,30.28
CCOC1=C2SN(S(=O)(=O)c3cccc(C)c3)C(c3ccccc3)CC2N=C(C)C1,33.41
O=C(O)C(=Cc1ccccc1)c1ccc2sc3c(c2c1)CCCC3,31.61
Cc1c(O)c2c(c(O)c1CC1CCN(C(=O)CCCCNC(=N)N)CC1)CC(C)(O)CC2=O,43.73
CN(CCc1ccccc1)C(=O)CN1C(=O)C(NC(=O)c2cc3ccccc3o2)N=C(c2ccccc2)c2ccccc21,34.77
CN(C)C1C=c2c(=O)n3c(-c4ccccc4)c(-c4ccc(O)cc4)c(-c4ccc(O)cc4)c3c3cccc(c23)C1,39.81
COc1c(N)c(CCCc2cc(O)ccc2O)c(O)c(OC)c1OC,34.95
NC(=O)c1ccc2c(c1)CC(N1CCN(Cc3cccc4ccccc34)CC1)CC2,32.03
CCc1cccc(OC)c1NC(=O)c1ccc2sc(C(=O)O)c(C)c2c1,32.87
O=S(=O)(NCC(c1ccc(C(F)(F)F)cc1)N1CCOCC1)c1cccc(C(F)(F)F)c1,26.83
CC1CCc2nc3scc(-c4ccccc4)c3c(=O)n2C1,24.26
CC(C)N=C(N)c1ccc(NCCN)c([N+](=O)[O-])c1,28.74
COc1ccc(-c2c[nH]c(=O)c(-c3ccc(Cl)cc3C)n2)cc1,25.69
O=C(c1ccccc1)n1cc2oc(C3CCCCN3)c(CO)c2c1,39.44
COc1cc(-c2ccc3[nH]cc(C(C)=O)c(=Nc4ccc(C5CCN(C)CC5)cc4)c3c2)cc(Cl)c1O,26.28
CC1(c2nnc(-c3ccccc3)o2)CC(c2cnn(Cc3cccc([N+](=O)[O-])c3)c2N)=NO1,37.95
COCC(NC(=O)N=c1cc2[nH]nc(S(=O)(=O)N3CC(F)(F)C3)c2c[nH]1)c1ccccc1,31.66
COc1ccc(Cn2c3c(c4cc(OC)ccc4c2=O)C(=O)c2cc(OCC(C)=O)ccc2-3)cc1,36.62
O=c1sc2ccccc2n1CCO,21.43
Cc1nc(C(C)(C)C)no1,16.98
O=C1NC(=O)C(c2cn(S(=O)(=O)c3ccccc3)c3ccccc23)=C1c1ccn(Cc2ccccc2)n1,27.5
C=C1CC2=CC(OC(=O)CC)C3C(=C(C)C2C1O)C(COC(=O)NCCC)(C(=O)OC)CC3C=O,69.04
CCCCC(CCC)C(O)CC,27.26
COc1cccc(C(=O)N(CCCN2CCCC2)c2nc3ccc(Br)cc3s2)c1,30.92
CC(=O)C(NC(=O)CCCCOc1ccc(O)c(C2C(C(=O)OCC3CCCO3)N2Cc2ccccc2)c1)C(=O)O,57.15
O=C1C2c3ccccc3-n3c(-c4ccccc4)nc(Cl)c3CC2C2CCCCN12,38.47
Cn1nc[n+]([O-])c1C(=O)NN=Cc1cc(N=Nc2ccccc2)ccc1O,31.29
Fc1ccc(-c2cncc(OC3CNC3)c2)cc1,22.99
CC(CO)N=c1cc[nH]c2ccccc12,21.8
Cc1c(Cc2c(F)cccc2F)[nH]c(SCc2ccc(OC(F)(F)F)cc2)nc1=O,20.17
COc1ccc(S(=O)(=O)N2CCC(N3CCOCC3)C2)cc1N1CCN(C)CC1,30.72
O=C(CSc1cc(Cl)ccc1S(=O)(=O)N1CCCC1)NCc1ccccc1Cl,27.82
CC(=O)NC(C)c1ccc(Oc2ccccc2)cc1,18.7
Cc1ccc(S(=O)(=O)N(C)c2c(C)n(C)n(-c3ccccc3)c2=O)cc1,20.22
CC(C)C(c1[nH]c2ccccc2[n+]1CCCC(=O)c1ccccc1)[N+](=O)[O-],40.97
Cn1cnc(-c2nc3ccccc3[nH]2)c1,20.02
COC(=O)C1=C(C)C(=O)OC12CCN(c1nc3nccnc3s1)CC2,36.71
O=C1Oc2c(O)cc(Br)cc2C2Oc3cc4oc(=O)ccc4cc3C12,33.06
C=C1CC2CCCC2C1O,24.1
CC12CC3(CCC1C1OCCCCO1)CCC2C1(C)CCC(O)CC31,41.92
COc1cc(-c2cccc(OC3OC(CO)C(O)C(O)C3O)c2)c(OC)cc1Br,27.94
CN(C)CCCN(C)c1cccc2ccc3oc(Cc4ccccc4)nc3c12,33.56
CC1CN(c2nc3c(c(=O)n(C)c(=O)n3C)n2CCN2CCOCC2)CC(C)O1,22.31
Cc1cc(=O)[nH]nc1-c1ccc(OCCCN2CCOCC2)cc1,22.45
Clc1cccc(N=c2[nH][nH]c3cccnc23)c1,20.14
N=C(N)NCCCC(NC(=O)OCc1ccc(-c2ccccc2)cc1)C(=O)O,24.49
CN(C)C(=O)c1cn(CC2CCCO2)c(=NC(=O)CC2(O)c3ccccc3-c3ccccc32)s1,39.67
O=[N+]([O-])c1ccc(N=C(c2cccc3ccccc23)C(C2CC(=[N+]([O-])O)C=[N+]2[O-])[N+](=O)[O-])cc1,52.8
O=C(O)c1ccc(NC2=c3cc(Cl)ccc3=NCC2)cc1,25.66
O=C1CSc2cnc(-n3cnc4ccccc43)nc2N1,28.59
COc1ccccc1NC(=O)CSc1nc2c(c(-c3ccco3)c1C#N)CN(C)CC2,26.78
COc1cc2c(=N)c3c(=N)c(C(=O)c4cccc(C)c4)c(C)[nH]c3[nH]c2cc1C,38.29
O=C(Nc1ccc(OC(F)(F)Cl)cc1)c1cncc(-c2cccnc2)c1,26.24
COc1ccc(C2c3cc(OC)ccc3C(=O)C2c2ccc3c(c2)OCO3)cc1,25.85
NC(=O)c1ccccc1Nc1c(Cl)cccc1Cl,18.79
COc1ccc(C=Cc2ccccc2)cc1OCC(=O)N=c1[nH]c2c(s1)CCCC2,24.93
CCN1CCN(CC(=O)Nc2ccc(S(=O)(=O)N3CCCCC3)cc2)CC1,21.51
CC(=O)CC(=O)C=Cc1c(F)cccc1F,22.53
COc1ccccc1C(=O)c1nn(-c2ccc(F)cc2)c2c(-c3ccc(O)[n+]([O-])c3)n(-c3ccccc3)c(O)c12,44.17
CCC(NC(=O)C(C)(C)C)c1cc(Cl)ccc1N1CCC(NC(=O)C2CCC(=O)N(Cc3cccc(OC)c3)C2)CC1,48.16
Cc1cc(CN2CCCN(C(=O)Nc3cccnc3)C(C)C2)on1,28.99
c1coc(-c2nc3c4ccc(OCCCN5CCOCC5)nc4ncn3n2)c1,33.64
CCOc1ccc(S(=O)(=O)NCc2ccc(C(=O)Nc3cccc(S(=O)(=O)N(C)C)c3)cc2)cc1,31.06
CCC(CC)(Cc1cc(C)cc(C(=O)NCCN(C)C)c1)C(=O)O,31.23
Nc1c(C(=O)c2ccc(Br)cc2)sc2nc(-c3ccc(Cl)cc3)cc(-c3ccc(Cl)cc3)c12,26.97
CCc1cc(CN(c2ccc(C(=O)O)nc2Cl)C2CC2)c(C)cc1C,36.25
CC1(c2cccc(NC(=O)c3nc[nH]n3)c2)CCSC(=N)N1,23.29
Cc1cc(=NC(=O)CNC(=O)c2ccccc2F)[nH]o1,20.67
COc1cc(C=Cc2nc(C#N)c(NCc3ccccn3)o2)cc(OC)c1OC,23.52
CCCn1c(=O)c2[nH]c(C=Cc3ccccc3)nc2n(CCC)c1=O,18.61
O=C1c2ccccc2C(=O)c2c(N=c3[nH]cc[nH]3)cccc21,26.1
CSc1ccc(-c2cc(C)cc(=Nc3cc(C(N)=O)ccc3C)[nH]2)c(F)c1,38.32
Cc1ccc(NC(=O)C(=O)NN=Cc2ccncc2)cc1,21.47
Cc1cc(=O)n(C(C)C)c2nc(=NC(=O)NC3CCCOC3)[nH]cc12,30.15
NC(=O)c1cccc2c1CCC(N)CC2,23.68
CCCn1c(O)cn(CC(=O)NC(Cc2ccc(-c3cccc(C(=O)OCC)c3)cc2)C(O)CC(C(=O)NC2CC2)C(C)C)c1=O,50.47
CCN(CC(=O)Nc1c(F)cccc1F)C(=O)C=Cc1cccc([N+](=O)[O-])c1,23.71
Cc1ccc(CN(CCc2ccccc2)Cc2ccco2)cc1,23.84
CN(CC=CC1=CCCCC1)Cc1ccccc1F,24.28
O=C(NNc1ccc(N=Cc2ccccc2O)cc1)C(c1ccccc1)c1ccccc1,27.82
O=C(Nc1ccc(CC(NC(=O)C2CCCCN2S(=O)(=O)c2ccc3ccccc3c2)C(=O)O)cc1)OCc1ccccc1,29.54
CC(=O)Nc1ccc(S(=O)(=O)NCC(O)C(O)C(O)C(O)C(O)CO)cc1,31.29
Cc1cccc(C(=O)NC(CCO)c2ncc(CF)s2)n1,32.82
COc1ccc(Cl)cc1NC(=O)Cn1c(-c2ccc(C)cc2)nc2ccccc21,25.9
CC(CCc1ccc(OCc2ccc(Cl)cc2)cc1)(C(O)=NO)S(C)(=O)=O,22.65
N#Cc1ccc(-c2cccc(Cl)c2F)cc1,23.9
O=C(Nc1ccc(Oc2cc[nH]c(=NC(=O)C3CC3)c2)cc1)Nc1cc(F)cc(C(F)(F)F)c1,26.03
CCOc1ccc2c(c1)cc(CN1CCC(C(=O)O)CC1)n2CC(C)C,30.81
Brc1cccc(C2NC(c3ccc4c(c3)OCO4)=Nc3ccccc3N2)c1,27.32
O=C(NCc1ccccc1)N1CCc2c([nH]c3ccccc23)C1c1ccc(C(F)(F)F)cc1,24.38
O=C(O)CCCNC(=O)C1CCOc2c(-c3ccccc3)cccc21,29.05
COc1ccccc1CN1C(=O)c2ccccc2C2(NC(=O)OC23CCC(C)CC3)C1=O,31.97
O=C(NC(=S)Nc1ccc(O)cc1C(=O)O)c1cccc(Br)c1,27.38
CCc1ccc(NC(=O)Nc2ccc(C=CC(O)=NO)cc2)cc1,22.7
C#CCN(C(=O)CN(C)C)c1c(F)ccc(F)c1F,31.34
CS(=O)(=O)c1ccc(C2=C(S(=O)(=O)CCN3CCOCC3)CCC2)cc1,31.72
COc1cc2[nH]c(C(=O)N3CCOCC3)cc2c(OC)c1OC,22.98
O=C(N=c1[nH]cc([N+](=O)[O-])[nH]1)Nc1cccc(C(F)(F)F)c1,24.51
COc1cc2c(Oc3ccc(NC(=O)c4nnn(-c5ccccc5)c4Cl)cc3F)ccnc2cc1OCCCN1CCC(c2ccccc2)CC1,29.67
CCn1c(=O)n(Cc2ccco2)c2ccccc21,23.67
COc1cccc(-c2[nH]c(=O)n(Cc3c[nH]cn3)c2C)c1,29.37
CN1CCc2c([n+]([O-])c(N)c(C#N)[n+]2[O-])C1,20.49
CC1=Nc2cc(C(=O)N=c3cccc[nH]3)ccc2Sc2ccc(C)cc21,22.33
CCCC(=O)NCC(NC(=O)c1cc(C2CC2)ccc1OC)c1ccc(Cl)c(Cl)c1,39.02
O=C(O)c1ccccc1-c1ccc(Cn2c(OCc3cnc(Cl)s3)nc3cccc(C(=O)O)c32)cc1,35.86
CCN(CC)C(=O)c1ccc(-c2cc3ncn(C)c(=O)c3c(N3CCC(C(C)(C)O)C3)n2)cc1,31.92
CCc1nn(-c2ccccc2)c2nc(-n3[nH]c(C)cc3=S)[nH]c(=O)c12,30.33
COc1ccccc1CC(=O)NCC(N)c1ccc(Cl)cc1,28.43
CCOC(=O)c1ccccc1N1C(=O)c2cccc3c(NC(=O)CF)ccc(c23)C1=O,37.03
S=C(Nc1cccc(Br)c1)N1CCC(c2ccccc2)=N1,24.67
COc1cc(C2c3cc4c(cc3C(Nc3ccc(C(N)=O)c(C#N)c3)C3COC(=O)C23)OCO4)cc(OC)c1O,29.98
COc1cc(OC)cc(S(=O)(=O)Cc2ccccc2)c1,22.95
COc1ccc(-c2csc(CCNC(=O)N3CCOCC3)n2)cn1,25.35
Cc1nn(-c2nnc(-c3ccccc3NC(=O)C(C)(C)C)o2)c(C)c1CCC(=O)N(C)C,42.44
CN(C)CC(=O)NC(=O)c1ccc(NC(=O)N2Cc3ccncc3C2)cc1,24.38
COCCn1c2ccc(OC)cc2c2ccnc(C)c21,25.28
CCN(Cc1sccc1C)C(=O)c1nc[nH]c1C(=O)OC,30.31
Cc1c(NC(=O)CN2C(=O)NC3(CCc4c(C(F)(F)F)cccc43)C2=O)c(=O)n(-c2ccccc2)n1C,30.27
CC(=O)NC(CCS)C(=O)SC(C)C(=O)NC1CCCC(NC(=O)Cc2ccccc2)C1,46.45
COc1cc(O)c(C(=O)c2cc(O)ccc2O)c2oc(C)c(C)c(=O)c12,35.37
CN=c1cnc(-c2cccc3c[nH]nc23)c[nH]1,30.78
CCCCN=C1CC(C)CC2=NC(C)=C(C(=O)OC)C(=O)C12,25.55
c1ccc(C2=NCCCc3[nH]nc(-c4cccs4)c32)cc1,24.88
CCCCCCCCCC(=O)OC(Cn1ccnc1)c1ccc(F)cc1,24.17
N=C(N)N1CCc2c(cccc2NC(=O)c2ccc(F)cc2)C1,26.19
O=C(OCc1ccccc1)c1ccc(C(=O)O)c(O)c1,26.43
Cc1nc(Oc2ccc([N+](=O)[O-])cc2)c(C#N)c(C)c1C(O)NC1CCCCC1,33.91
